"('May', '2011')",Effect of Nitrate Ester on the Combustion Characteristics of PET/HMX -based Propellants,"Yunlan Sun, Baozhong Zhu, Shufen Li","(44, 2)"
"('May', '2011')",Nitrate-Citrate Sol-gel Synthesis of Phase Pure Nd3+ doped Nanocrystalline Yttrium Aluminum Garnet,"Kiranmala Laishram, Rekha Mann, Ashok Kumar Satsangi","(44, 3)"
"('May', '2011')",Design and Implementation of an Integrated Fuzzy Logic Controller for a Multi-input Multi-output System,"S S Patil, P Bhaskar, Shrimanth Sudheer","(44, 4)"
"('May', '2011')",Electronic Warfare:Issues and Challenges for Emitter Classification,"Manish Gupta, Hareesh G, Arvind Kumar Mahla","(44, 5)"
"('May', '2011')",Fin Field Effect Transistors Performance in Analog and RF for High-k Dielectrics,"D. Nirmal, P. Vijaya Kumar","(44, 6)"
"('May', '2011')",LIDAR for Detection of Chemical and Biological Warfare Agents,"S Veerabuthiran, A K Razdan","(44, 7)"
"('May', '2011')",Performance Assessment of Pre-processing Filters for Infrared Search and Track Applications,"Hari Babu Srivastava, Vinod Kumar, H. K. Verma, S. S. Sundaram","(44, 8)"
"('May', '2011')",Estimation of Life of an Elastomeric Component:A Stochastic Model,"S N Das, A. Roy Chaudhuri","(44, 9)"
"('May', '2011')",Characterisation of Materials used in Flex Bearings of Large Solid Rocket Motors,"CH.V. Ram Mohan, J. Ramanathan, Satish Kumar, AVSSKS Gupta","(44, 10)"
"('May', '2011')",Chemical Characterisation of Bulk and Melt-spun Ribbons of NiMnIn alloy using Inductively Coupled Plasma Optical Emission Spectrometry,"S.S. Kalyan Kamal, J. Vimala, P. K. Sahoo, L. Durai","(44, 11)"
"('May', '2011')",Structural and Magnetic Studies in Ni-Mn-Ga based Ferromagnetic Shape Memory Alloys,"R. P. Mathur, R. K. Singh, S. Ray, M. Manivel Raja, P. Ghosal, V. Chandrasekaran","(44, 12)"
"('May', '2011')",Radiation Biology and Radiation Countermeasures,B. S. Dwarakanath,"(45, 0)"
"('March', '2011')",Modelling of Cascade Fin Aerodynamics Near Stall using Kirchhoff's Steady-state Stall Model,"Rakesh Kumar, Ajay Misra, A. K. Ghosh","(45, 1)"
"('March', '2011')",Burn-back Equations for High Volumetric Loading Single-grain Dual-thrust Rocket Propellant Configuration (Review Paper),Himanshu Shekhar,"(45, 2)"
"('March', '2011')","Preparation of 2,4,6,8,10,12-hexanitro-2,4,6,8,10,12-hexaazaisowurtzitane from 2,6,8,12-tetraacetyl 2,4,6,8,12-hexaazaisowurtzitane using Various Nitrating Agents (Short Communication)","Javad Mokhtari, Yadollah Bayat","(45, 3)"
"('March', '2011')",Pre-processing Algorithm for Rectification of Geometric Distortions in Satellite Images,"Narayan Panigrahi, B. K. Mohan, G. Athithan","(45, 4)"
"('March', '2011')",Aluminide Coatings on Titanium-based Alloy IMI-834 for High Temperature Oxidation Protection,"Md. Zafir Alam, Dipak K. Das","(45, 5)"
"('March', '2011')",Advances in Mitigation of Injuries from Radiological Terrorism or Nuclear Accidents (Review Paper),"John Moulder, Meetha Medhora","(45, 6)"
"('March', '2011')",Normal Tissue Protectors Against Radiation Injury (Review Paper),"P. Uma Devi, Paban K. Agrawala","(45, 7)"
"('March', '2011')",Radiological and Nuclear Emergencies: Medical Management of Radiation Injuries,L. Ravi Shankar,"(45, 8)"
"('March', '2011')",Progenitor Cells as a Bridging Therapy for Radiation Casualties (Review Paper),"Vijay K. Singh, Darren S. Brown, Pankaj Kumar Singh, Thomas M. Seed","(45, 9)"
"('March', '2011')",Standardisation and Validation of Cytogenetic Markers to Quantify Radiation Absorbed Dose,"Venkatachalam Perumal, Solomon Paul, Harpreet Kaur, R. K. Jeevanram","(45, 10)"
"('March', '2011')",Predictive Genomics: A Post-genomic Integrated Approach to Analyse Biological Signatures of Radiation Exposure,"Manikandan Jayapal, Swaminathan Sethu, Dimphy Zeegers, Birendranath Banerjee, M. Prakash Hande","(45, 11)"
"('March', '2011')",Contemporary Radiation Countermeasure (Review Paper),"Vivek N. Patel, Seema Gupta, Mohammed M. Shareef, Mansoor M. Ahmed","(45, 12)"
"('March', '2011')",Models for the Development of Radiation Countermeasures (Review Paper),"Indracanti Prem Kumar, Damodar Gupta, Anant Narayan Bhatt, B. S. Dwarakanath","(45, 13)"
"('January', '2011')",Computer Simulation of an Armoured Battalion Swarming,Radomir Jankovic,"(46, 0)"
"('January', '2011')",Isothermal and Near Isothermal Processing of Titanium Alloys,"T. Raghu, I. Balasundar, M. Sudhakara Rao","(46, 1)"
"('January', '2011')",Numerical Exploration of Staged Transverse Injection into Confined Supersonic,"A. T. Sriram, Debasis Chakraborty","(46, 2)"
"('January', '2011')",Thermography for Performance Optimisation of Spark-ignition Engine due to Soot Formation in Exhaust Pipe,"Shiv Shankar Singh, A. K. Singh","(46, 3)"
"('January', '2011')",Detonating Cord for Flux Compression Generation using Electrical Detonator No. 33,"P B. Wagh, Sanjay V. Ingale, Amit S. Rav, T.C. Kaushik, Satish C. Gupta, S. N. Asthana, R.D. Wasnik, R. B. Sohoni, M. N. Adya","(46, 4)"
"('Error', 'Error')",KE-Rod Initial Velocity of Hollow Cylindrical Charge,"Wang Shushan, LI Chuanzeng","(46, 5)"
"('January', '2011')",Oxidative Degradation of Fentanyl in Aqueous Solutions of Peroxides and Hypochlorites,"Lihong Qi, Zhenxing Cheng, Guomin Zuo, Shanmao Li, Qiping Fan","(46, 6)"
"('January', '2011')",Minimisation of Non-periodic Preventive Maintenance Cost in Series-Parallel Systems,"Te-Wei Lin, Chung-Ho Wang","(46, 7)"
"('January', '2011')",Fast Change Detection,"Aniruddha Bose, Kunal Ray","(46, 8)"
"('January', '2011')","Signal Processing, Wavelets and high-speed Image Interpretation of Bird Impact","K. Karthikeyan, S. Ramachandra, S. Paul Vizhian, Satish Chandra","(46, 9)"
"('January', '2011')",Ballistic Impact Behaviour of a Tempered Bainitic Steel Against 7.62 mm Armour Piercing Projectile,"S. Hakan Atapek, Sadi Karagoz","(46, 10)"
"('January', '2011')",Optimal Design of Filament Wound Grid-stiffened Composite Cylindrical Structures,"Manojkumar Buragohain, R Velmurugan","(46, 11)"
"('January', '2011')",Location Tracking of Moving Crew Members for Effective Damage Control in an Emergency,"Hee Jin Kang, Dongkon Lee, Jong Gye Shin, Beom Jin Park","(46, 12)"
"('November', '2010')",Forty Years of Computational Fluid Dynamics Research in India-Achievements and Issues,Debasis Chakraborty,"(47, 0)"
"('November', '2010')",Computational Fluid Dynamics in Combustion,P. J. Paul,"(47, 1)"
"('November', '2010')",Least squares Kinetic Upwind Mesh-free Method,"Suresh M Deshpande, V. Ramesh, Keshav Malagi, Konark Arora","(47, 2)"
"('November', '2010')",Large Eddy Simulation,Joseph Mathew,"(47, 3)"
"('November', '2010')",The Evolution of AUSM Schemes,Meng-Sing Liou,"(47, 4)"
"('November', '2010')",Numerical Simulation of Incompressible Turbulent Flow using Linear Eddy Viscosity-based Turbulence Models,"Sekhar Majumdar, B.N. Rajani, D.S. Kulkarni, M.B. Subrahmanya","(47, 5)"
"('November', '2010')",Development of Three-dimensional Grid-free Solver and its Applications to Multi-body Aerospace Vehicles,K. Anandhanarayanan,"(47, 6)"
"('November', '2010')",Computational Fluid Dynamics in Hypersonic Aerothermodynamics,Krishnendu Sinha,"(47, 7)"
"('November', '2010')",Damage Effects of Shelled Explosive Explosion in Concrete,"Liu Yan, Duan Zhuoping, Huang Fenglei, Wang Xinsheng","(47, 8)"
"('November', '2010')",Computational Elements for High-fidelity Aerodynamic Analysis and Design Optimisation,Chongam Kim,"(47, 9)"
"('November', '2010')",Computational Fluid Dynamics in Aerospace Industry in India,"K. P. Singh, J. S. Mathur, V. Ashok, Debasis Chakraborty","(47, 10)"
"('November', '2010')",Focal Adjustment for Star Tracker,"Liu Hai-bo, Jian-kun Yang, Ji-chun Tan, De-zhi Su, Wen-liang Wang, Xiu-jian Li, Hui Jia","(47, 11)"
"('November', '2010')",Effect of Temperature on Aging of Ferroelectric Lead-Strontium-Zirconate-Titanate Ceramics,"N. N. Wathore, C. M. Lonkar, D. K. Kharat","(47, 12)"
"('Check', 'Manually')","Index to Volume 60, 2010",Defence Science Journal,"(47, 13)"
"('September', '2010')",Numerical Simulation of Supersonic Combustion with Parallel Injection of Hydrogen Fuel,"M.S.R. Chandra Murty, Debasis Chakraborty, R. D. Mishal","(48, 0)"
"('September', '2010')",Transmission Loss Variability Associated with Upwelling and Downwelling Off the Southwest Coast of India,"P.V. Hareesh Kumar, K.G. Radhakrishnan","(48, 1)"
"('September', '2010')",Assessing Expected Fractional Damage of Above-ground Buildings from Air-to-surface Weapons based on Indirect Fire Concept,Jong Yil Park,"(48, 2)"
"('September', '2010')",Assessment of Poisson's Ratio for Hydroxy-terminated Polybutadine-based Solid Rocket Propellants,"Himanshu Shekhar, Anil D Sahasrabudhe","(48, 3)"
"('September', '2010')","Determination of Acetonitrile-hexane Partition Coefficient of O,O'-dialkyl Methylphosphonates by NMR Spectroscopy for the Verification Analysis of Chemical Weapon Convention","Avik Mazumder, Hemendra K. Gupta, Rajendra K. Srivastava, D. K. Dubey","(48, 4)"
"('September', '2010')",Target Recognition Based on Fuzzy Dempster Data Fusion Method,"Yong Deng, Xiaoyan Su, Dong Wang, Qi Li","(48, 5)"
"('September', '2010')",Expert Knowledge Base to Support Maintenance of a Radar System,Stanislaw Duer,"(48, 6)"
"('September', '2010')",Modelling and Simulation of Pseudolite-based Navigation: A GPS-independent Radio Navigation System,"Krishneshwar Tiwary, S.K. Behera, G. Sharada, Amarjit Singh","(48, 7)"
"('September', '2010')",Future Armoured Troop Carrying Vehicles,"Sebastian Balos, Vencislav Grabulov, Leposava Sidjanin","(48, 8)"
"('September', '2010')",Multi-echelon Repair Inventory Systems: Select Issues in Modular Electronic Equipment,"Amik Garg, S. G. Deshmukh","(48, 9)"
"('September', '2010')",Defence Applications of Polymer Nanocomposites,"R.V. Kurahatti, A.O. Surendranathan, S. A. Kori, Nirbhay Singh, A.V. Ramesh Kumar, Saurabh Srivastava","(48, 10)"
"('September', '2010')",Synthesis of Cobalt Oxide Nanoparticles/Fibres in Alcoholic Medium using y-ray Technique,"Anjali A. Athawale, Megha Majumdar, Hema Singh, K. Navinkiran","(48, 11)"
"('Check', 'Manually')",Machine Learning and Pattern Recognition,Shri Kant,"(49, 0)"
"('July', '2010')",Temporal Pattern Classification using Kernel Methods for Speech,"Chandra Sekhar, S. Chandrakala","(49, 1)"
"('July', '2010')",Development of Surface Acoustic Wave Electronic Nose,"S.K. Jha, R.D.S. Yadava","(49, 2)"
"('July', '2010')",Feature Extraction by Wavelet Decomposition of Surface,"Prashant Singh, R.D.S. Yadava","(49, 3)"
"('July', '2010')",Fuzzy Support Vector Machine-based Multi-agent Optimal Path,"Gireesh Kumar T, K.J Poornaselvan, M. Sethumadhavan","(49, 4)"
"('July', '2010')",Boosting Principal Component Analysis by Genetic Algorithm,"Divya Somvanshi, R D S Yadava","(49, 5)"
"('July', '2010')",Statistical Measures to Determine Optimal Structure of Decision Tree: One versus One Support Vector Machine,"Manju Bala, R.K. Agrawal","(49, 6)"
"('July', '2010')",Influence of Terrain on Modern Tactical Combat: Trust-based Recommender System,"Punam Bedi, A.K. Sinha, Sumit Agarwal, Ambrish Awasthi, Gaurav Prasad, Devinder Saini","(49, 7)"
"('July', '2010')",Viscoelastic Modelling of Solid Rocket Propellants using Maxwell Fluid Model,"Himanshu Shekhar, A.D. Sahasrabudhe","(49, 8)"
"('July', '2010')",Decontamination of Chemical Warfare Agents (Review Article),"Beer Singh, Gangavarapu Krishna Prasad, K.S. Pandey, R.K. Danikhel, R. Vijayaraghavan","(49, 9)"
"('July', '2010')",Bayes Reliability Measures of Lognormal and Inverse Gaussian Distributions under ML-II e-contaminated Class of Prior Distributions,"Pankaj Sinha, J. Prabha","(49, 10)"
"('July', '2010')",Prioritising Emergency Bridgeworks Assessment under Military Consideration using an Enhanced Fuzzy Weighted Average Approach,"Kuo-Chen Hung, Han-Wen Tuan","(49, 11)"
"('July', '2010')",Payload Estimation in Universal Steganalysis (Short Communication),"Amritha P.P., Anoj Madathil","(49, 12)"
"('July', '2010')",Index of Garbledness for Automatic Recognition of Plain English Texts (Short Communication),"P.K. Saxena, Pratibha Yadav, Girish Mishra","(49, 13)"
"('July', '2010')",Classification of Encrypted Text and Encrypted Speech (Short Communication),"Rajesh Asthana, Neelam Verma","(49, 14)"
"('May', '2010')",Parametric Analysis of Energy Absorption in Micro-particle Photophoresis in Absorbing Gaseous Media,"W.K. Li, C.Y. Soong, C.H. Liu, P.Y. Tzeng","(50, 0)"
"('May', '2010')",2-D Shape Fitting for Locating Exploding Projectile from Explosion Patch,Kunal Ray,"(50, 1)"
"('May', '2010')",Compression Process of Pore inside Explosive Charge in a Warhead under Launching Load,"W. Li, H. Yan, Q. Zhang, Y.H. Ji","(50, 2)"
"('May', '2010')",Emulsification and Hydrolysis of Oil by Syncephalastrum racemosum,"Chandni Mathur, Ranjana Prakash, Amjad Ali, Jasminder Kaur, Swaranjit Singh Cameotra, N. Tejo Prakash","(50, 3)"
"('May', '2010')",Electrochemical Analysis of Natural Chemopreventive Agent (Curcumin) in Extracted Sample and Pharmaceutical Formulation (Short Communication),"Garima Modi, K.S. Pitre","(50, 4)"
"('May', '2010')",Identification of Military-related Science and Technology,"Ronald N. Kostoff, Sujit Bhattacharya","(50, 5)"
"('May', '2010')",Success Probability Assessment Based on Information Entropy,"Xuan Chen, Hanyan Huang, Zhengming Wang","(50, 6)"
"('May', '2010')",Method for Thermo-optic Analysis in a Star Sensor,"Hai-bo Liu, Ji-chun Tan, Jian-kun Yang, Xiu-jian Li, Qing-chun Fan","(50, 7)"
"('May', '2010')",Performance Degradation in Pre-rake Frequency-division Duplex/ Direct Sequence-code Division Multiple Access Systems,"C. Subhas, K. Rama Naidu, Y. Venkatarami Reddy","(50, 8)"
"('May', '2010')",Split-and-merge Procedure for Image Segmentation using Bimodality Detection Approach,"Debasis Chaudhuri, A. Agrawal","(50, 9)"
"('May', '2010')","Optimum Location and System Engineering of High Power, High Frequency Transmitter-Receiver in Combat Vehicles (Short Communication)","S. Sathyamurthy, B. Sheerlarani, S. Sundaresh","(50, 10)"
"('May', '2010')",Impact Analysis of Concrete Structural Components (Review Paper),"A. Rama Chandra Murthy, G.S. Palani, Nagesh R. Iyer","(50, 11)"
"('May', '2010')",Adhesively-bonded Patch Repair with Composites,"P.C. Pandey, S. Kumar","(50, 12)"
"('May', '2010')",Development of Cube Recrystallisation Texture and Microstructure of an Aluminium Alloy Suitable for Cartridge Case Manufacturing,"Prantik Mukhopadhyay, Arun Kumar Verma","(50, 13)"
"('May', '2010')",Thermal Stability of Zirconia-coated Multiwalled Carbon Nanotubes,"R. Manivannan, Alex Daniel, I. Srikanth, Anil Kumar, Rajdeep Sarkar, P. Ghoshal, Rohini Devi","(50, 14)"
"('Check', 'Manually')",Commemorative Issue of Defence Science Journal on Golden Jubilee of DRDO,A. L. Moorthy,"(51, 0)"
"('March', '2010')",Aerial Delivery Systems and Technologies (Review Paper),Balraj Gupta,"(51, 1)"
"('March', '2010')",Advances in High Energy Materials (Review Paper),"U. R. Nair, S. N. Asthana, A. Subhananda Rao, B. R. Gandhe","(51, 2)"
"('March', '2010')",Developments in Pyrotechnics (Review Paper),"S.M. Danali, R.S. Palaiah, K.C. Raha","(51, 3)"
"('March', '2010')",Smart Munitions (Review Paper),"C. P. Mahajan, Vaishnavi C. Motghare","(51, 4)"
"('March', '2010')",Inconsistent Performance of a Tandem-shaped Charge Warhead,"S. Harikrishnan, K.P.S. Murthy","(51, 5)"
"('March', '2010')","Design, Development, and Validation of a Vehicle-mounted Hydraulically-leveled Platform","K. Senthilkumar, M. Chidanand, P. Nijalingappa, Manish M. Shivhare","(51, 6)"
"('March', '2010')",Wishbone Structure for Front Independent Suspension of a Military Truck,"V.V. Jagirdar, M.S. Dadar, V.P. Sulakhe","(51, 7)"
"('March', '2010')",Active Electronically-steered Array Surveillance Radar: Indian Value Addition (Review Paper),S. Christopher,"(51, 8)"
"('March', '2010')",Battlefield Lasers and Opto-electronics Systems (Review Paper),A. K. Maini,"(51, 9)"
"('March', '2010')",Maximum Likelihood Estimator for Bearings-only Passive Target Tracking in Electronic Surveillance Measure and Electronic Warfare Systems,S. Koteswara Rao,"(51, 10)"
"('March', '2010')",Radar Cross-section Measurement Techniques,"V.G. Borkar, A. Ghosh, R.K. Singh, N.K. Chourasia","(51, 11)"
"('March', '2010')",Protected Cultivation for Food and Nutritional Security at Ladakh (Review Paper),"Gyan P. Mishra, Narendra Singh, Hitesh Kumar, Shashi Bala Singh","(51, 12)"
"('March', '2010')",Military Malaria in Northeast Region of India (Review Paper),"Sunil Dhiman, Indra Baruah, Lokendra Singh","(51, 13)"
"('March', '2010')",Attributes of Seabuckthorn (Hippophae rhamnoides L.) to Meet Nutritional Requirements in High Altitude.,"Tsering Stobdan, Om Prakash Chaurasia, Girish Korekar, Ashish Yadav, Shashi Bala Singh","(51, 14)"
"('Check', 'Manually')",commemorative !,commemorative !,"(52, 0)"
"('Check', 'Manually')",Mobile Intelligent Autonomous Systems,"Jitendra R. Raol, Ajith Gopal","(52, 1)"
"('January', '2010')",Controlling a Mobile Robot with a Biological Brain,"Kevin Warwick, Dimitris Xydas, Slawomir J. Nasuto, Victor M. Becerra, Mark W. Hammond, Julia H. Downes, Simon Marshall, Benjamin J. Whalley","(52, 2)"
"('January', '2010')",Robotic Architectures,"Mbali Mtshali, Andries Engelbrecht","(52, 3)"
"('January', '2010')",Temporal Logic Motion Planning,Motlatsi Seotsanyana,"(52, 4)"
"('January', '2010')",Motion Segmentation Algorithm using Spectral Framework,"Vrinthavani R, M.R. Kaimal","(52, 5)"
"('January', '2010')",Discrete Cosine Transform-based Image Fusion,V.P.S. Naidu,"(52, 6)"
"('January', '2010')",Path Planning in the Presence of Dynamically Moving Obstacles with Uncertainty,"G. K. Singh, A. K. Gopal","(52, 7)"
"('Januar', 'y')",Novel Redundant Sensor Fault Detection and Accommodation Algorithm for an Air-breathing Combustion System and its Real-time Implementation,"Rahee Walambe, Nitin K. Gupta, Niteen Bhange, N. Ananthkrishnan, Jong Ho Choi, Ik Soo Park, Hyun Gull Yoon","(52, 8)"
"('January', '2010')",Sensor/Control Surface Fault Detection and Reconfiguration using Fuzzy Logic,"Shobha R. Savanur, Ambalal V. Patel","(52, 9)"
"('January', '2010')",Handling Out-of-Sequence Data: Kalman Filter Methods or Statistical Imputation?,Bhekisipho Twala,"(52, 10)"
"('January', '2010')",Aircraft Height Estimation using 2-D Radar,"H. Hakl, E. Davies, W. H. le Roux","(52, 11)"
"('January', '2010')",Flexural Vibration Characteristics of Initially Stressed Composite Plates,"Rupesh Daripa, M. K. Singha","(52, 12)"
"('January', '2010')",Strength Investigation of Thick Welded T-Joint using Finite Element Modelling,"Aidy Ali, Tun Chun Yung, Z. A. Zulkefli, Nuraini Abdul Aziz, B. B. Sahari, M. Zadeh","(52, 13)"
"('Check', 'Manually')",Professor Suri Bhagavantam Centenary Celebrations,M. Krishnamurthi,"(53, 0)"
"('Check', 'Manually')",ADVANCES IN MICROELECTROMECHANICAL SYSTEMS,Amita Gupta,"(53, 1)"
"('Check', 'Manually')",Estimation of Pressure Index and Temperature Sensitivity Coefficient of Solid Rocket Propellants by Static Evaluation,Himanshu Shekhar,"(53, 2)"
"('November', '2009')",Dynamic Characteristics of Drop-substrate Interactions in Direct Ceramic Ink-jet Printing using High Speed Imaging System,"Ramshankar Somasundaram, Ranganathan Kanagaraj, Prakasan Kalakkath","(53, 3)"
"('November', '2009')",Highly Accurate Multi-layer Perceptron Neural Network for Air Data System,H. S. Krishna,"(53, 4)"
"('Check', 'Manually')",commemorative !,commemorative !,"(53, 5)"
"('November', '2009')",Complementary Metal Oxide Semiconductors Microelectromechanical Systems Integration (Review Papers),"H. Saha, C. Roy Chaudhuri","(53, 6)"
"('November', '2009')",Radio Frequency Microelectromechanical Systems in Defence and Aerospace,D.V.K. Sastry,"(53, 7)"
"('November', '2009')",Uncooled Infrared Microbolometer Arrays and their Characterisation Techniques (Review Paper),"R. K. Bhan, R. S. Saxena, C. R. Jalwania, S. K. Lomash","(53, 8)"
"('November', '2009')",Deformable Membrane Mirror for Wavefront Correction (Short Communication),"Amita Gupta, Shailesh Kumar, Ranvir Singh, Monika Chaudhary, A. K. Meena, V. K. Sarvanan","(53, 9)"
"('November', '2009')",Particle Manipulation by Miniaturised Dielectrophoretic Devices,"Francis E.H. Tay, Liming Yu, Ciprian Iliescu","(53, 10)"
"('November', '2009')",Experimental Techniques for the Measurement of Mechanical Properties of Materials Used in Microelectromechanical Systems,Samir V. Kamat,"(53, 11)"
"('November', '2009')",Fabrication of Polymeric Microcantilevers,"K. A. Thomas, Akash Singh, V. Natarajan","(53, 12)"
"('November', '2009')",Meshless Analysis of Radio Frequency Microelectromechanical Systems Shunt Switch,"S. Kanthamani, S. Vijay Mohan, S. Raju, V. Abhaikumar, V. Mohan","(53, 13)"
"('November', '2009')",Circular Capacitance Micromachined Ultrasonic Transducer,"Shailendra Kumar Tiwari, B.S. Satyanarayana, A. Gopalkrishna Pai, Kunal K. Trivedi","(53, 14)"
"('November', '2009')",Microcantilever-based Sensors,"Monika Chaudhary, Amita Gupta","(53, 15)"
"('November', '2009')",Design and Analysis of MEMS-based Microballoon Actuators for Aerodynamic Control of Flight Vehicles,"A. Linga Murthy, Y. Krishna","(53, 16)"
"('November', '2009')",Microelectromechnical Systems Inertial Measurement Unit Error Modelling and Error Analysis for Low-cost Strapdown Inertial Navigation System,"R. Ramalingam, G. Anitha, J. Shanmugam","(53, 17)"
"('November', '2009')",Global Environmental Microelectromechanical Systems Sensors: Advanced Weather Observation System,"Rajiv Kumar Das, Rajesh Kumar Garg","(53, 18)"
"('September', '2009')",Ambiguity Function Method Scheme for Aircraft Attitude Sensor Utilising GPS/GLONASS Carrier Phase Measurement,"Wenrui Jin, Chuanrun Zhai, Liduan Wang, Yanhua Zhang, Xingqun Zhan","(54, 0)"
"('September', '2009')",Anomalies in the Flow over Projectile with Wrap-around Fins,"Ravi Krishna, Rhishabh Surit, Abhijit Kushari, A. K. Ghosh","(54, 1)"
"('September', '2009')",Design of Packaging for Microballoon Actuators and Feasibility of their Integration within Aerodynamic Flight Vehicle,"A. Linga Murthy, Y. Krishna, V.S.R. Murti","(54, 2)"
"('September', '2009')",Design of Funnel Port Tubular Propellant Grain for Neutral Burning Profile in Rockets,Himanshu Shekhar,"(54, 3)"
"('September', '2009')",Propagation Characteristics of Explosive Waves in Layered Media Numerical Analysis,"Xia Changjing, Dong Yongxiang, Chen Liping, Xue Dongjie, Wang Shunhong","(54, 4)"
"('September', '2009')",Bromo-butyl Rubber for Face Piece of a Respiratory Mask,"G. K. Kannan, Upendra Simha, Leeladhar Gaikwad, Nirmala L., N.S. Kumar","(54, 5)"
"('September', '2009')","Prophylactic Efficacy of Amifostine, DRDE-07, and their Analogues against Percutaneously Administered Nitrogen Mustards and Sulphur Mustard","Manoj Sharma, R. Vijayaraghavan, Uma Pathak, K. Ganesan","(54, 6)"
"('September', '2009')",Digital Communication Channel Equaliser using Single Generalised Neuron,"Vineeta Choudhary, B.K. Joshi","(54, 7)"
"('September', '2009')",Anti-jamming of Inverse Synthetic Aperture Radar based on Slope-varying Linear Frequency Modulation Signal,"Zhu Yupeng, Wu Liang, Wang Hongqiang, Li Xiang","(54, 8)"
"('September', '2009')",Error Analysis of Aerosol Extinction Cross Section Measurement due to Forward Scattering and Diffraction,"Yuan Zhongcai, Shi Jiaming, Wang Jiachun, Xu Bo","(54, 9)"
"('September', '2009')",Pre-flight Functionality Check to Enhance Mission Efficacy of Precision Guided Munitions,"A. K. Maini, A. L. Verma","(54, 10)"
"('September', '2009')",Soft Computing for Robust Secure Wireless Reception,"E. Gopalakrishna Sarma, Sakuntala S. Pillai","(54, 11)"
"('September', '2009')",Computations of Coordinates in a Multidimensional Digital Prediction System,Wieslaw Madej,"(54, 12)"
"('September', '2009')",Analysis of Dielectric Loss in a Helix Slow-wave Structure,"S. K. Datta, Lalit Kumar, B. N. Basu","(54, 13)"
"('Check', 'Manually')",Defence Science Journal: Sixty Successful Years of Publication,A. L. Moorthy,"(55, 0)"
"('Check', 'Manually')",My Journey with Defence Science Journal,S.S. Murthy,"(55, 1)"
"('Check', 'Manually')",ION BEAM TECHNOLOGY IN MATERIALS SCIENCE,M.B. Dutt,"(55, 2)"
"('July', '2009')",Characterisation of Ion Implantation-induced Defects in Certain Technologically Important Materials by Positron Annihilation (Review Paper),P.M.G. Nambissan,"(55, 3)"
"('July', '2009')",Characterisation of Swift Heavy Ion-induced Mixing using Secondary Ion Mass Spectrometry,"B. R. Chakraborty, K. Diva, D. Kabiraj, D. K. Avasthi","(55, 4)"
"('July', '2009')",Characterisation of Semiconductor Materials/Device Structures using SIMS (Review Paper),"Anuradha Dhaul, S. K. Sharma, R. K. Sharma, A. K. Kapoor","(55, 5)"
"('July', '2009')",Dry Etching of GaAs to Fabricate Via-Hole Grounds in Monolithic Microwave Integrated Circuits,"D.S. Rawal, V.R. Agarwal, H.S. Sharma, B.K. Sehgal, R. Muralidharan","(55, 6)"
"('July', '2009')",Electronic Sputtering of Nanodimensional Hydrogenated Amorphous Carbon and Copper Oxide Thin Films,S. Ghosh,"(55, 7)"
"('July', '2009')",Swift Heavy Ion Beam-induced Recrystallisation of Buried Silicon Nitride Layer (Review Paper),"T. Som, O. P. Sinha, J. Ghatak, B. Satpati, D. Kanjilal","(55, 8)"
"('July', '2009')",Indigenous Ion Sources for Material Processing,R. Bhattacharyya,"(55, 9)"
"('July', '2009')",Ion Beam Based Techniques for Mercury Cadmium Telluride Infrared Detectors,"R. Pal, Vandna Mittal, R. K. Sharma, P. K. Basu","(55, 10)"
"('July', '2009')",Modification and Characterisation of Materials by Swift Heavy Ions,D. K. Avasthi,"(55, 11)"
"('July', '2009')",Nano Pattern Formation and Surface Modifications by Ion Irradiation,"Dipak Paramanik, Subrata Majumder, S. R. Sahoo, Shikha Varma","(55, 12)"
"('July', '2009')",Swift Heavy Ion-induced Mixing,"S. K. Srivastava, D. K. Avasthi","(55, 13)"
"('July', '2009')",Critical Shock Energy and Shock and Detonation Parameters of an Explosive,"H. S. Yadav, S. N. Asthana, Subhananda Rao","(55, 14)"
"('July', '2009')",Synthesis of Silver Nanoparticles using Facile Wet Chemical Route,"P. K. Sahoo, S. S. Kalyan Kamal, T. Jagadeesh Kumar, B. Sreedhar, A. K. Singh, S. K. Srivastava","(55, 15)"
"('July', '2009')",Submarine Escape Set Test Facilities,"G.S.N. Murthy, Y. S. Prakash, Arun Kumar, V. C. Padaki","(55, 16)"
"('May', '2009')",Multiple Model Rao-Blackwellized Particle Filter for Manoeuvring Target Tracking,"Li Liang-Qun, Xie Wei-Xin, Huang Jing-Xiong, Huang Jian-Jun","(56, 0)"
"('May', '2009')",Modelling and Simulation of Multi-target Multi-sensor Data Fusion for Trajectory Tracking,"A.K. Singh, N. Sood","(56, 1)"
"('May', '2009')",Simulation of Thermo-fluid Interactions in Cryogenic Stage Turbine Startup System Using AUSM+-UP-based Higher-order Accurate Flow Solver,"Praveen Nair, T. Jayachandran, Balachandra Puranik, Upendra V. Bhandarkar","(56, 2)"
"('May', '2009')",Effects of Isothermal and Adiabatic Thermal Loadings on Size and Strain Rate Dependence of Copper Nanowire,"Vijay Kumar Sutrakar, D. Roy Mahapatra","(56, 3)"
"('May', '2009')",Elastic-plastic Transition of Transversely Isotropic Thick-walled Rotating Cylinder under Internal Pressure,"Sanjeev Sharma, Manoj Sahni, Ravindra Kumar","(56, 4)"
